"","Gender","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Travel.Busi","Travel.Pers","ClassBusi","ClassEco","ClassEcoPlus","cluster"
"40802",0,24,1428,3,3,3,4,1,3,1,1,4,3,5,3,4,1,19,0,1,0,0,1,0,1
"40805",0,28,153,2,0,2,1,3,2,3,3,2,3,2,1,4,3,0,0,1,0,0,1,0,2
"40810",0,47,444,4,4,4,4,1,4,1,1,4,3,4,5,5,1,7,0,1,0,1,0,0,2
"40812",0,22,972,3,3,3,1,3,3,3,3,1,2,2,3,1,3,0,4,1,0,0,1,0,4
"40821",0,24,496,5,0,5,2,2,5,2,2,2,3,4,3,3,2,0,2,1,0,1,0,0,2
"40822",1,38,456,3,3,2,4,2,5,4,2,3,3,3,4,4,4,156,158,1,0,0,1,0,2
"40825",0,22,282,4,3,4,2,3,4,3,3,3,2,3,1,3,3,0,0,1,0,0,1,0,2
"40844",1,23,1357,4,4,4,3,2,4,2,2,3,2,4,4,4,2,0,0,1,0,0,1,0,1
"40847",1,28,309,4,4,4,1,1,4,1,1,5,3,4,3,5,1,0,11,1,0,1,0,0,2
"40853",1,28,1726,2,1,1,3,2,1,2,2,5,3,5,4,5,2,17,3,1,0,1,0,0,1
"40854",0,21,1037,4,4,4,4,1,4,1,1,5,3,4,4,4,1,10,18,1,0,0,1,0,1
"40855",1,25,1190,4,4,4,5,1,4,1,1,4,4,2,1,3,1,31,17,1,0,1,0,0,1
"40858",0,40,853,5,5,5,3,5,5,5,5,5,5,5,3,5,5,12,0,1,0,1,0,0,4
"40859",0,27,691,0,0,0,4,3,0,3,3,3,4,5,5,4,3,0,0,1,0,1,0,0,4
"40863",0,27,414,1,4,1,4,4,1,4,4,2,4,3,1,4,4,0,0,1,0,0,1,0,2
"40864",0,25,528,3,5,3,4,3,3,3,3,3,5,4,3,5,3,0,0,1,0,1,0,0,4
"40870",0,35,1242,4,4,4,5,2,4,2,2,5,4,4,5,4,2,0,0,1,0,1,0,0,1
"40875",0,24,522,4,5,4,3,3,4,3,3,2,5,4,1,5,3,0,28,1,0,0,1,0,4
"40878",0,9,967,1,1,1,2,4,1,4,4,4,3,5,5,4,4,0,0,1,0,0,1,0,4
"40881",1,24,528,2,0,2,2,5,2,5,5,1,3,1,5,5,5,0,22,1,0,0,1,0,4
"40884",0,21,102,3,3,3,4,5,3,5,5,1,4,3,2,3,5,0,0,1,0,0,1,0,2
"40895",1,25,1046,5,5,5,3,2,5,2,2,4,4,2,2,3,2,56,51,1,0,0,1,0,1
"40903",0,24,1464,4,4,4,4,4,4,4,4,5,4,4,4,4,4,11,0,1,0,1,0,0,1
"40909",1,25,1387,1,0,0,3,2,1,2,2,3,4,4,4,3,2,0,0,1,0,0,1,0,1
"40910",0,19,930,5,5,5,3,2,5,2,2,3,4,5,4,4,2,18,31,1,0,0,1,0,4
"40919",0,29,770,2,2,2,3,5,2,5,5,4,4,1,3,3,5,35,16,1,0,0,1,0,4
"40929",0,27,602,3,3,3,3,5,3,5,5,2,4,4,2,3,5,28,19,1,0,0,0,1,4
"40935",0,13,661,2,0,3,5,3,3,3,3,5,2,5,4,5,3,0,0,1,0,0,1,0,4
"40936",0,37,187,1,0,1,3,5,1,5,5,5,1,1,1,5,5,0,0,1,0,0,1,0,2
"40942",0,37,283,2,2,2,3,1,2,1,1,1,5,4,3,4,1,61,50,1,0,0,0,1,2
"40944",0,47,1201,3,2,2,2,4,3,4,4,2,4,4,5,2,4,0,0,1,0,0,0,1,1
"40949",1,22,1249,4,4,4,5,4,4,5,4,5,1,5,2,5,4,1,0,1,0,0,1,0,1
"40956",1,20,238,3,4,3,2,4,3,4,4,4,3,4,5,5,4,0,0,1,0,0,1,0,2
"40960",0,28,803,3,4,4,4,1,4,1,1,3,2,4,4,3,1,0,0,1,0,0,1,0,4
"40963",1,17,370,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0,1,0,0,1,0,2
"40968",1,61,405,2,2,2,3,5,2,5,5,4,1,4,1,4,5,0,32,1,0,0,1,0,2
"40974",0,39,321,4,4,4,1,4,4,4,4,3,3,5,5,5,4,0,0,1,0,1,0,0,2
"40983",1,32,489,1,4,1,1,1,1,4,3,4,5,1,4,3,4,157,154,1,0,0,1,0,2
"40987",1,19,3801,3,2,3,4,3,4,5,4,5,2,3,5,2,5,0,0,1,0,1,0,0,3
"40994",0,23,125,2,2,2,3,4,2,4,4,3,5,3,2,3,4,0,1,1,0,0,1,0,2
"41000",0,26,247,3,5,3,4,2,3,2,2,4,5,5,3,4,2,2,5,1,0,1,0,0,2
"41001",1,38,979,3,3,3,3,3,1,1,2,4,4,4,1,1,1,158,147,1,0,0,1,0,1
"41004",1,25,1012,3,3,3,2,4,3,4,4,3,3,3,3,2,4,0,0,1,0,0,1,0,1
"41012",0,23,1056,3,3,3,2,3,3,3,3,2,3,5,4,1,3,0,22,1,0,0,1,0,1
"41014",1,43,547,3,2,2,4,4,3,4,4,3,3,5,4,4,4,0,0,1,0,1,0,0,4
"41019",0,22,140,4,3,4,2,5,4,5,5,1,5,3,2,2,5,0,0,1,0,1,0,0,2
"41020",0,40,1749,1,1,1,4,1,1,1,1,2,2,3,2,4,1,0,0,1,0,1,0,0,1
"41021",1,32,925,3,3,3,4,1,3,2,1,5,2,4,5,5,1,4,16,1,0,1,0,0,4
"41023",0,26,825,2,2,2,1,2,2,2,2,5,3,4,5,4,2,0,8,1,0,1,0,0,4
"41025",0,29,882,3,4,4,4,3,4,3,3,3,4,4,4,4,3,10,0,1,0,1,0,0,4
"41029",1,38,152,1,1,1,3,1,1,1,1,2,2,3,2,4,1,0,0,1,0,1,0,0,2
"41033",0,25,209,1,3,1,3,4,1,4,4,3,4,3,3,3,4,115,112,1,0,0,0,1,2
"41035",1,16,337,5,0,5,4,3,5,3,3,1,2,2,4,2,3,0,0,1,0,0,1,0,2
"41036",1,67,460,2,2,2,3,4,2,4,4,2,4,4,2,3,4,0,0,0,1,0,1,0,2
"41038",0,24,994,4,0,4,4,3,4,1,3,2,1,5,3,5,3,8,6,1,0,0,0,1,1
"41040",0,39,159,5,5,5,3,4,5,4,4,3,2,4,4,4,4,40,44,1,0,1,0,0,2
"41054",0,44,891,4,4,4,4,3,4,3,3,1,2,5,1,3,3,44,83,1,0,0,1,0,4
"41057",0,23,733,2,2,2,3,2,2,2,2,3,4,3,1,3,2,0,0,1,0,0,1,0,4
"41063",0,36,588,3,0,3,4,3,3,3,3,4,4,3,1,3,3,0,0,1,0,0,1,0,4
"41066",0,20,1158,2,2,2,4,3,2,3,3,1,1,4,3,3,3,0,0,1,0,0,1,0,1
"41069",1,26,315,1,0,2,1,2,2,2,2,3,1,3,3,2,2,6,0,1,0,0,1,0,2
"41071",0,35,1357,4,4,4,3,4,4,4,4,4,3,4,4,5,4,17,25,1,0,1,0,0,1
"41079",0,33,337,3,3,3,4,1,3,1,1,5,5,4,5,4,1,47,26,1,0,1,0,0,2
"41096",0,30,587,2,4,2,4,2,2,2,2,3,1,1,2,3,2,0,0,1,0,0,1,0,4
"41102",1,14,925,1,3,0,3,1,0,1,1,4,4,4,1,3,1,32,19,1,0,0,0,1,4
"41103",0,34,650,2,1,2,3,4,2,4,4,1,4,3,2,4,4,6,0,1,0,0,1,0,4
"41112",1,44,2586,4,4,4,2,2,4,2,2,4,3,5,4,4,2,0,0,1,0,1,0,0,3
"41116",0,25,1023,1,4,1,2,1,1,1,1,5,2,5,4,5,1,0,0,1,0,1,0,0,1
"41122",0,43,356,4,4,4,3,4,4,4,4,4,5,5,5,4,4,6,19,1,0,1,0,0,2
"41132",0,24,348,3,1,3,3,2,3,2,2,4,4,4,1,4,2,77,91,1,0,1,0,0,2
"41137",1,36,383,1,1,1,3,3,1,3,3,5,2,5,5,4,3,1,6,1,0,1,0,0,2
"41144",0,30,748,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,1,0,0,1,0,4
"41147",0,57,262,3,3,3,2,5,3,4,5,1,5,2,2,2,5,0,0,1,0,0,1,0,2
"41153",0,42,427,4,3,4,3,5,4,3,5,4,3,5,5,4,5,0,0,1,0,0,1,0,2
"41156",0,46,1084,3,3,3,4,4,3,4,4,5,2,5,3,5,4,6,26,1,0,1,0,0,1
"41160",0,24,731,5,0,5,4,1,5,1,1,4,3,4,3,4,1,14,3,1,0,1,0,0,4
"41161",1,25,526,1,0,1,3,2,1,2,2,1,4,2,5,4,2,0,57,1,0,0,1,0,4
"41163",1,23,2288,1,1,1,1,1,5,5,4,2,3,4,5,2,5,3,0,1,0,0,1,0,3
"41173",1,43,188,3,2,4,4,5,4,5,5,3,4,4,2,3,5,0,0,1,0,0,1,0,2
"41175",1,42,975,5,4,4,3,1,5,1,1,3,3,3,5,4,1,0,30,1,0,1,0,0,1
"41177",0,24,351,3,0,3,3,5,3,5,5,5,2,4,4,5,5,10,0,1,0,0,1,0,2
"41179",0,23,749,5,5,5,1,1,5,1,1,5,5,4,4,5,1,0,0,1,0,0,1,0,4
"41192",0,44,760,2,2,2,3,1,2,1,1,5,2,4,5,4,1,4,24,1,0,1,0,0,4
"41194",1,48,680,1,1,1,4,3,1,3,3,1,5,3,1,4,3,0,8,1,0,0,1,0,4
"41195",0,39,357,1,1,1,1,1,1,1,4,5,1,1,1,1,1,182,194,1,0,1,0,0,2
"41196",0,20,134,4,3,5,3,4,5,4,4,1,1,4,4,4,4,0,0,1,0,0,1,0,2
"41201",0,32,201,4,4,5,4,3,5,3,3,3,2,4,4,4,3,0,0,1,0,0,1,0,2
"41206",1,42,308,4,5,4,2,4,4,2,4,2,3,5,2,2,4,0,0,1,0,0,1,0,2
"41212",0,37,125,3,3,3,3,5,3,4,5,5,4,5,4,5,5,0,0,1,0,1,0,0,2
"41217",0,32,304,2,4,2,3,4,2,4,4,1,2,3,4,4,4,0,43,1,0,0,1,0,2
"41218",0,29,302,2,2,2,4,2,2,2,2,4,3,5,4,5,2,0,0,1,0,1,0,0,2
"41223",1,40,370,1,1,1,4,2,1,2,2,3,3,3,3,3,2,47,44,1,0,0,1,0,2
"41225",1,16,1121,5,0,5,4,3,5,3,3,5,5,4,5,4,3,8,9,1,0,1,0,0,1
"41227",1,36,679,3,3,3,4,3,3,1,3,3,4,4,4,3,3,0,0,1,0,0,1,0,4
"41243",1,26,921,2,2,2,2,1,2,1,1,3,3,5,5,4,1,0,0,1,0,1,0,0,4
"41246",0,24,649,5,0,5,2,1,5,1,1,2,1,2,3,2,1,8,7,1,0,1,0,0,4
"41249",0,28,2845,3,3,3,2,4,3,2,4,1,5,2,1,2,4,0,0,1,0,0,1,0,3
"41262",0,18,1219,2,2,2,4,2,2,2,2,1,5,4,2,4,2,0,0,1,0,0,1,0,1
"41264",0,39,331,1,1,1,2,1,1,1,1,5,2,5,3,5,1,0,0,1,0,1,0,0,2
"41269",0,33,562,2,2,2,2,5,2,5,5,3,3,5,3,5,5,0,0,1,0,1,0,0,4
"41271",0,25,199,1,2,1,4,1,3,3,1,5,4,4,3,2,3,184,170,1,0,0,1,0,2
"41283",0,23,425,1,0,1,5,3,1,3,3,5,4,3,1,1,3,0,0,1,0,0,1,0,2
"41289",1,27,101,2,0,2,4,1,2,1,1,3,4,2,3,3,1,0,0,1,0,0,1,0,2
"41290",0,54,991,3,2,2,4,4,3,3,4,3,4,4,3,5,4,8,3,1,0,1,0,0,1
"41291",1,29,1189,2,2,2,3,4,2,4,4,3,4,4,5,4,4,0,0,1,0,1,0,0,1
"41293",0,56,102,3,4,3,4,5,3,5,5,5,2,2,1,3,5,0,0,1,0,0,1,0,2
"41297",0,24,594,0,0,0,4,3,0,3,3,3,2,4,5,5,3,53,52,1,0,0,1,0,4
"41305",1,25,280,1,0,1,4,1,1,1,1,4,3,1,4,4,1,0,0,1,0,1,0,0,2
"41306",0,29,1028,1,1,1,3,1,2,2,1,5,3,3,2,3,2,101,210,1,0,0,1,0,1
"41312",1,25,646,2,1,2,2,4,2,3,4,4,4,3,2,2,4,13,1,1,0,0,1,0,4
"41316",1,15,526,4,5,4,3,2,4,2,2,3,3,3,5,1,2,19,25,1,0,0,1,0,4
"41319",1,28,1310,2,2,2,2,1,2,1,1,3,3,4,5,4,1,36,50,1,0,1,0,0,1
"41320",1,37,369,1,3,1,3,3,1,3,3,4,5,4,2,4,3,55,53,1,0,0,1,0,2
"41331",0,17,160,2,4,2,5,4,2,4,4,4,3,3,4,1,4,0,0,1,0,0,1,0,2
"41333",0,27,2039,1,1,1,3,5,1,2,5,4,2,5,3,4,5,0,0,1,0,1,0,0,3
"41338",1,22,1005,5,4,4,3,1,4,1,1,5,2,4,4,5,1,1,3,1,0,0,1,0,1
"41340",1,40,474,1,1,1,1,4,1,4,4,3,3,1,2,2,4,22,14,1,0,0,1,0,2
"41342",0,31,925,1,1,1,3,2,1,2,2,4,2,2,2,2,2,46,23,1,0,0,0,1,4
"41343",0,19,116,4,4,4,4,2,4,2,2,3,3,3,2,3,2,0,5,1,0,0,1,0,2
"41351",0,25,259,3,2,3,4,4,3,4,4,2,2,3,2,3,4,70,66,1,0,0,1,0,2
"41366",0,27,484,2,4,2,4,2,2,2,2,3,4,3,2,4,2,0,0,1,0,0,1,0,2
"41370",0,15,1188,1,1,1,3,2,1,2,2,3,5,5,5,5,2,0,0,1,0,0,1,0,1
"41378",0,39,242,3,0,3,2,3,3,3,3,2,3,1,4,3,3,0,0,1,0,0,1,0,2
"41385",0,24,86,5,4,5,1,4,5,4,4,4,3,2,4,4,4,0,0,1,0,0,1,0,2
"41386",1,18,262,2,2,2,3,2,2,2,2,5,4,4,2,1,2,244,261,1,0,0,1,0,2
"41396",0,30,337,1,1,1,4,2,1,2,2,5,2,5,4,5,2,0,0,1,0,1,0,0,2
"41416",1,38,213,3,3,3,3,5,3,5,5,5,4,5,4,4,5,17,4,1,0,1,0,0,2
"41423",0,38,921,4,4,4,1,2,4,2,2,5,3,5,4,5,2,0,3,1,0,1,0,0,4
"41425",0,22,554,4,0,4,2,5,4,5,5,4,3,5,4,5,5,0,0,1,0,1,0,0,4
"41428",1,19,921,0,0,0,2,5,0,4,5,3,2,5,5,5,5,0,0,1,0,0,1,0,4
"41430",1,25,1017,3,3,3,2,2,3,2,2,3,4,2,1,3,2,0,0,1,0,0,1,0,1
"41456",1,11,2419,3,3,3,4,4,3,4,4,2,2,4,2,4,4,8,0,1,0,0,1,0,3
"41468",0,35,1400,4,4,4,3,3,4,3,3,1,4,3,3,5,3,20,3,1,0,0,1,0,1
"41474",0,64,602,3,3,3,3,2,3,3,2,2,2,3,1,3,2,0,0,1,0,0,0,1,4
"41478",1,27,503,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0,1,0,0,1,0,2
"41481",0,25,978,5,5,5,1,4,5,4,4,4,5,5,4,4,4,0,0,1,0,1,0,0,1
"41494",0,30,930,1,1,1,4,1,1,1,1,3,4,4,5,5,1,22,20,1,0,1,0,0,4
"41495",1,22,359,2,1,2,4,3,2,3,3,4,1,3,1,4,3,3,0,1,0,0,1,0,2
"41499",1,59,1016,2,2,2,3,4,2,2,4,4,5,3,3,4,4,0,0,1,0,0,1,0,1
"41507",0,18,1849,4,0,4,3,2,4,2,2,3,1,1,4,4,2,0,0,1,0,0,0,1,3
"41509",1,17,1042,4,4,4,3,4,4,4,4,3,1,4,4,3,4,0,0,1,0,0,1,0,1
"41510",1,37,775,2,1,1,1,4,1,4,4,2,3,3,2,2,4,0,4,1,0,0,1,0,4
"41511",0,38,297,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0,1,0,1,0,0,2
"41516",0,30,697,2,2,2,2,2,2,3,2,2,3,5,4,2,2,0,0,1,0,0,1,0,4
"41529",0,54,1216,2,2,2,4,3,2,2,3,3,2,4,2,2,3,0,0,1,0,0,1,0,1
"41532",1,22,530,5,3,5,5,4,5,5,4,3,3,5,3,4,4,0,0,1,0,1,0,0,4
"41533",0,29,1371,0,1,1,3,4,1,4,4,5,5,4,5,4,4,9,0,1,0,1,0,0,1
"41534",0,39,280,3,3,3,4,3,3,3,3,4,4,3,2,3,3,0,0,1,0,1,0,0,2
"41536",0,31,978,2,2,2,3,5,2,5,5,5,3,2,2,2,5,0,0,1,0,0,1,0,1
"41543",0,38,1463,4,4,4,3,5,4,1,5,4,4,3,3,4,5,0,0,1,0,1,0,0,1
"41553",0,22,1235,5,5,5,4,2,5,2,2,2,1,2,3,2,2,0,0,1,0,0,1,0,1
"41555",0,28,775,2,2,2,4,2,2,2,1,3,4,4,2,2,2,355,391,1,0,0,1,0,4
"41557",1,36,862,4,4,4,3,4,4,3,4,4,1,4,3,3,4,11,9,1,0,0,1,0,4
"41563",0,23,782,2,2,2,1,2,2,2,2,3,5,2,2,2,2,20,30,1,0,0,1,0,4
"41568",0,24,432,4,0,4,5,2,4,2,2,5,5,4,4,5,2,0,0,1,0,0,1,0,2
"41569",1,44,787,2,1,1,4,4,1,4,4,3,1,1,5,2,4,2,0,1,0,0,1,0,4
"41573",0,72,122,3,3,3,4,3,3,3,3,2,5,3,4,3,3,0,0,1,0,1,0,0,2
"41575",1,23,1005,3,3,3,4,5,3,5,5,4,3,4,3,4,5,1,0,1,0,0,1,0,1
"41581",1,54,1092,1,2,2,3,1,1,5,1,1,5,1,5,1,1,113,101,1,0,1,0,0,1
"41591",1,49,208,3,0,3,4,4,3,2,4,5,1,1,2,5,4,2,0,1,0,0,1,0,2
"41595",1,20,1547,1,1,1,4,5,1,5,5,3,1,3,2,3,5,5,6,1,0,0,1,0,1
"41606",0,23,925,5,5,5,3,4,5,1,4,5,2,2,5,5,4,4,3,1,0,0,1,0,4
"41608",0,22,537,2,4,2,4,3,2,3,3,2,1,4,3,4,3,33,24,1,0,0,1,0,4
"41611",1,25,1310,3,3,3,4,5,3,5,5,4,4,5,5,4,5,17,19,1,0,0,1,0,1
"41616",0,23,264,0,0,0,4,4,0,4,4,4,2,4,1,2,4,0,0,1,0,0,1,0,2
"41637",0,20,1504,2,5,2,1,5,2,5,5,5,3,4,3,4,5,0,0,0,1,0,1,0,1
"41646",0,30,1372,2,2,2,3,4,2,4,4,4,4,3,1,4,4,0,0,1,0,0,1,0,1
"41648",0,22,1154,3,3,3,4,5,3,4,5,3,5,3,1,3,5,11,24,1,0,0,1,0,1
"41656",0,38,110,4,2,3,3,3,3,3,3,3,5,4,2,4,3,0,0,1,0,0,1,0,2
"41666",1,16,234,4,3,4,3,2,4,2,2,3,2,4,3,4,2,0,0,1,0,0,1,0,2
"41667",1,37,220,2,2,2,5,5,2,2,5,3,2,5,5,5,5,3,0,1,0,1,0,0,2
"41684",0,24,651,3,2,3,3,3,3,3,3,1,5,4,1,3,3,0,0,1,0,0,1,0,4
"41688",1,24,255,0,4,0,4,2,0,2,2,5,5,5,5,4,2,6,8,1,0,0,1,0,2
"41691",1,20,323,5,2,5,4,2,5,2,2,1,4,5,1,3,2,0,0,1,0,0,1,0,2
"41701",1,8,1023,1,1,1,3,1,1,1,1,1,1,3,1,3,1,0,0,1,0,0,1,0,1
"41707",1,37,623,2,2,3,4,3,3,3,3,2,5,4,1,4,3,30,13,1,0,0,1,0,4
"41715",0,26,1167,4,4,4,4,1,4,1,1,2,1,4,1,3,1,0,0,1,0,0,1,0,1
"41728",1,24,270,0,5,0,4,3,0,3,3,2,3,4,1,3,3,0,0,1,0,0,1,0,2
"41733",0,26,304,1,3,1,2,4,1,4,4,4,3,5,3,2,4,0,14,1,0,0,1,0,2
"41734",0,36,525,1,0,1,3,3,1,3,3,2,5,2,5,4,3,7,3,1,0,0,1,0,4
"41744",0,26,327,3,3,3,3,5,3,4,5,2,4,4,2,3,5,0,0,1,0,1,0,0,2
"41745",1,21,188,2,5,2,4,5,2,5,5,2,5,5,2,3,5,0,0,1,0,0,1,0,2
"41752",0,17,227,2,2,2,4,2,2,2,2,4,2,3,3,3,2,2,40,1,0,0,1,0,2
"41755",0,37,1389,3,3,3,4,5,3,5,5,4,2,3,2,3,5,0,6,1,0,0,1,0,1
"41789",1,25,1042,2,2,2,3,5,2,5,5,4,2,4,3,3,5,29,8,1,0,0,1,0,1
"41799",0,27,282,2,3,2,4,2,2,2,2,1,5,3,4,4,2,92,100,1,0,0,1,0,2
"41805",0,39,224,2,2,2,1,5,2,1,5,4,1,4,4,1,5,25,27,1,0,1,0,0,2
"41810",1,25,248,4,4,4,1,2,4,2,2,4,3,5,4,5,2,4,0,1,0,1,0,0,2
"41812",1,22,231,4,4,4,5,2,4,2,2,5,4,4,5,5,2,0,0,1,0,0,1,0,2
"41817",0,55,78,2,0,2,1,1,2,1,1,3,5,5,4,5,1,0,0,1,0,0,1,0,2
"41822",0,20,368,2,3,2,3,1,2,1,1,3,3,2,4,3,1,24,10,1,0,0,1,0,2
"41827",0,36,298,4,2,4,4,3,4,3,3,4,3,3,1,3,3,0,0,1,0,0,1,0,2
"41829",1,21,283,3,1,4,3,3,4,4,3,3,2,3,4,4,3,0,0,1,0,0,1,0,2
"41831",0,48,708,2,2,2,5,2,2,2,2,3,5,1,5,3,2,57,91,1,0,0,1,0,4
"41836",0,28,1192,4,4,4,2,4,4,2,4,5,2,4,5,5,4,0,0,1,0,1,0,0,1
"41846",0,27,228,1,1,1,2,3,1,3,3,5,5,4,4,4,3,7,0,1,0,1,0,0,2
"41852",1,24,874,5,5,5,4,2,5,2,2,4,2,5,4,5,2,5,0,1,0,0,1,0,4
"41858",0,28,1107,3,2,2,4,3,2,3,3,2,1,2,3,3,3,0,0,1,0,0,1,0,1
"41866",1,50,473,3,3,3,3,1,3,1,1,3,4,4,5,4,1,5,0,1,0,1,0,0,2
"41874",0,20,67,4,0,4,1,5,4,5,5,4,5,5,3,4,5,2,10,1,0,0,1,0,2
"41879",0,22,500,3,2,3,4,3,3,3,3,1,5,3,4,3,3,14,0,1,0,0,1,0,2
"41884",1,72,244,1,2,1,3,3,1,2,3,1,2,4,2,4,3,0,0,1,0,0,1,0,2
"41886",1,40,100,3,1,4,3,4,4,4,4,2,2,3,4,3,4,0,0,1,0,0,1,0,2
"41895",1,24,735,1,1,1,2,4,1,4,4,4,4,2,1,2,4,16,12,1,0,0,1,0,4
"41900",1,21,867,5,5,5,4,5,5,5,5,3,5,5,4,2,5,0,0,1,0,0,1,0,4
"41915",1,27,687,4,4,4,5,4,4,4,4,5,4,4,3,5,4,0,0,1,0,1,0,0,4
"41916",1,22,528,2,3,2,3,4,2,4,4,2,4,4,4,3,4,0,0,1,0,0,1,0,4
"41925",1,16,482,4,2,5,3,3,5,3,3,1,2,4,1,3,3,33,30,1,0,0,1,0,2
"41926",0,24,200,2,3,2,4,4,2,4,4,4,2,4,3,4,4,57,57,1,0,0,1,0,2
"41929",1,44,2075,3,3,3,3,2,3,5,2,4,5,3,4,5,2,0,0,1,0,1,0,0,3
"41933",1,30,936,1,1,1,2,4,1,4,4,1,4,3,2,2,4,0,0,1,0,0,1,0,4
"41934",0,36,524,3,2,3,4,3,3,3,3,3,3,4,1,4,3,8,20,1,0,0,1,0,4
"41938",1,19,1399,3,3,3,4,3,3,3,3,1,3,3,4,4,3,0,0,1,0,0,1,0,1
"41941",0,18,1314,3,2,2,4,5,3,3,5,1,2,4,4,3,5,0,0,1,0,0,1,0,1
"41942",0,24,964,4,5,4,2,1,4,1,1,5,4,5,4,4,1,0,0,1,0,1,0,0,4
"41956",0,42,1053,4,5,5,3,4,4,4,4,4,5,5,5,5,4,0,15,1,0,1,0,0,1
"41958",1,17,158,2,3,2,4,3,2,3,3,4,3,3,1,3,3,28,43,1,0,0,1,0,2
"41960",0,10,868,5,5,5,3,4,5,4,4,4,4,4,5,5,4,0,0,1,0,0,1,0,4
"41968",0,38,1187,5,4,4,3,2,4,2,2,1,2,2,4,3,2,0,0,1,0,0,1,0,1
"41969",0,40,156,3,2,2,2,4,2,5,4,4,2,3,4,1,4,0,0,1,0,1,0,0,2
"41970",1,22,277,2,4,2,3,2,2,2,2,5,5,4,3,5,2,0,0,1,0,0,1,0,2
"41973",1,20,277,5,0,5,1,1,5,1,1,3,5,5,3,5,1,7,1,1,0,1,0,0,2
"41986",0,27,547,1,1,1,3,4,1,4,4,2,2,3,2,4,4,0,1,1,0,0,1,0,4
"41994",0,22,370,2,4,2,2,5,2,5,5,3,2,3,3,3,5,0,0,1,0,0,1,0,2
"42001",1,20,1061,3,3,3,4,2,3,3,2,2,3,4,4,3,2,0,0,1,0,0,1,0,1
"42002",1,13,1055,2,2,2,4,1,2,1,1,1,3,3,2,3,1,51,48,1,0,0,1,0,1
"42003",0,34,781,3,3,3,1,1,3,1,1,4,4,5,1,5,1,0,0,1,0,0,1,0,4
"42011",0,42,224,2,0,1,2,2,1,2,2,1,5,5,4,1,2,2,4,1,0,0,1,0,2
"42013",0,40,224,3,3,3,3,4,3,4,4,1,3,3,2,4,4,0,0,1,0,1,0,0,2
"42016",0,39,954,3,3,3,3,5,3,5,5,1,2,1,2,2,5,0,0,1,0,1,0,0,4
"42022",1,28,2586,4,4,4,3,2,4,2,2,3,3,3,3,4,2,0,0,1,0,1,0,0,3
"42032",1,28,1635,4,5,5,1,4,5,4,4,5,5,5,3,5,4,0,0,1,0,1,0,0,1
"42034",1,54,1242,1,1,1,4,2,1,2,2,4,2,4,1,4,2,5,0,1,0,0,1,0,1
"42040",0,35,921,2,2,2,3,4,2,1,4,3,3,4,5,5,4,7,0,1,0,1,0,0,4
"42046",1,24,1024,0,3,0,3,2,0,2,2,3,5,4,4,5,2,0,0,1,0,1,0,0,1
"42062",1,22,867,1,1,1,5,1,1,1,1,3,4,5,3,5,1,15,0,1,0,0,1,0,4
"42065",1,23,1434,5,0,5,1,3,5,3,3,3,2,5,4,5,3,17,20,1,0,1,0,0,1
"42073",0,28,731,1,1,1,4,3,1,3,3,4,5,3,2,4,3,83,95,1,0,0,1,0,4
"42084",1,36,579,2,2,2,2,3,2,3,3,5,1,3,2,4,3,0,0,1,0,0,0,1,4
"42091",1,21,1202,3,3,3,3,3,3,3,4,1,2,4,3,2,3,7,32,1,0,0,1,0,1
"42096",1,32,517,4,3,3,5,2,3,5,2,3,2,4,3,4,2,0,7,1,0,1,0,0,4
"42103",0,25,876,3,3,3,3,3,3,3,3,1,3,4,2,4,3,18,7,1,0,0,1,0,4
"42104",0,33,692,3,3,3,4,1,3,1,1,5,4,5,4,4,1,0,0,1,0,1,0,0,4
"42108",1,22,1259,1,1,1,3,1,3,3,5,2,5,4,3,5,3,186,165,1,0,0,1,0,1
"42127",1,26,89,2,4,2,3,3,2,3,3,5,5,4,3,2,3,11,17,1,0,0,1,0,2
"42147",0,26,588,3,1,3,4,1,3,1,1,4,1,4,4,4,1,0,0,1,0,0,1,0,4
"42148",1,36,463,3,0,3,1,3,3,3,3,2,1,4,5,2,3,4,16,1,0,0,1,0,2
"42150",0,20,337,3,1,3,3,2,3,5,2,4,5,3,3,2,2,0,0,1,0,0,1,0,2
"42152",1,26,448,1,4,1,1,3,1,3,3,1,1,2,2,4,3,27,25,1,0,0,1,0,2
"42153",0,59,1400,2,5,2,3,5,2,1,5,5,2,4,4,4,5,31,2,0,1,0,1,0,1
"42160",1,22,472,4,4,4,4,5,4,5,5,3,5,5,5,5,5,4,2,1,0,0,1,0,2
"42161",1,26,265,1,4,1,3,1,1,1,1,3,4,4,1,4,1,0,6,1,0,0,1,0,2
"42162",1,27,937,1,0,0,1,5,0,5,5,2,2,1,2,2,5,20,22,1,0,0,1,0,4
"42165",0,25,247,4,5,5,3,3,5,3,3,5,3,5,5,5,3,0,0,1,0,1,0,0,2
