"","satisfaction","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","cluster"
"35901",0,0,"disloyal Customer",24,"Business travel","Eco",1172,2,3,3,2,5,3,5,5,4,5,5,4,5,5,28,27,2
"35904",0,0,"disloyal Customer",23,"Business travel","Eco",584,2,0,3,3,4,3,4,4,1,1,4,3,5,4,0,0,1
"35909",0,0,"disloyal Customer",29,"Business travel","Business",1576,2,2,2,3,4,2,4,4,3,4,5,3,5,4,0,0,1
"35916",0,0,"disloyal Customer",21,"Business travel","Eco",507,2,0,1,4,4,1,4,4,3,5,5,3,3,4,0,0,1
"35919",0,0,"disloyal Customer",38,"Business travel","Eco",1237,3,3,3,3,3,3,3,3,3,4,4,2,2,3,0,0,3
"35920",0,0,"disloyal Customer",57,"Business travel","Business",277,2,2,2,5,1,2,1,1,4,4,5,4,4,1,79,71,4
"35921",0,1,"disloyal Customer",57,"Business travel","Business",214,1,1,1,2,3,1,3,3,4,1,3,4,3,3,0,0,4
"35923",1,1,"disloyal Customer",17,"Business travel","Eco",787,4,3,3,1,3,3,4,3,4,3,4,4,5,3,0,0,2
"35924",1,1,"disloyal Customer",46,"Business travel","Business",1005,4,4,4,3,3,4,3,3,4,4,4,5,5,3,0,8,2
"35925",0,0,"disloyal Customer",8,"Business travel","Eco",1635,2,2,2,3,4,2,4,4,3,5,5,5,4,4,6,0,1
"35932",0,0,"disloyal Customer",24,"Business travel","Eco",588,2,3,2,3,4,2,4,4,1,3,2,2,2,4,0,0,1
"35935",0,0,"disloyal Customer",22,"Business travel","Eco",843,3,2,2,4,5,2,5,5,1,2,4,4,3,5,0,4,1
"35943",0,1,"disloyal Customer",26,"Business travel","Business",296,2,5,1,1,1,1,1,1,5,4,5,5,4,1,2,2,4
"35947",1,0,"disloyal Customer",23,"Business travel","Eco",166,4,3,4,1,4,4,4,4,4,1,4,5,1,4,0,0,2
"35966",0,1,"disloyal Customer",36,"Business travel","Business",634,3,3,3,1,1,3,1,1,3,2,5,5,4,1,0,0,3
"35968",0,1,"disloyal Customer",33,"Business travel","Business",173,2,2,2,4,2,2,2,2,5,5,5,4,4,2,19,13,4
"35969",0,1,"disloyal Customer",9,"Business travel","Eco",601,3,0,3,1,5,3,2,5,4,2,5,3,4,5,0,1,2
"35970",1,1,"disloyal Customer",44,"Business travel","Business",391,4,4,4,2,2,4,2,2,4,4,4,3,4,2,0,5,3
"35971",1,1,"disloyal Customer",29,"Business travel","Business",591,0,0,0,2,3,0,3,3,3,5,5,3,4,3,0,2,4
"35979",0,0,"disloyal Customer",30,"Business travel","Eco",602,2,4,2,4,3,2,3,3,1,1,3,3,4,3,78,88,1
"35987",0,1,"disloyal Customer",25,"Business travel","Eco",771,4,4,4,4,3,4,3,3,3,5,4,3,1,3,20,1,3
"35989",0,0,"disloyal Customer",27,"Business travel","Eco",127,3,3,3,3,3,3,3,3,4,2,3,3,3,3,0,0,3
"35992",0,1,"disloyal Customer",37,"Business travel","Business",1062,1,1,1,3,4,1,5,4,5,2,4,5,4,4,0,11,1
"35994",1,0,"disloyal Customer",29,"Business travel","Business",1183,4,4,4,3,1,4,1,1,4,5,4,5,4,1,0,0,3
"35998",0,1,"disloyal Customer",43,"Business travel","Eco",1475,2,2,2,3,2,2,2,2,2,1,2,1,3,2,0,0,4
"35999",1,1,"disloyal Customer",23,"Business travel","Eco",1096,5,5,5,1,5,5,5,5,4,5,5,4,4,5,15,3,2
"36003",0,0,"disloyal Customer",8,"Business travel","Eco",1155,1,1,1,4,3,1,3,3,1,4,4,5,4,3,0,0,4
"36008",0,0,"disloyal Customer",30,"Business travel","Eco Plus",401,3,3,3,4,3,3,3,3,3,3,3,1,4,3,0,0,3
"36018",0,0,"disloyal Customer",66,"Business travel","Eco",401,2,0,2,4,4,2,4,4,2,1,2,5,2,4,0,0,1
"36019",0,1,"disloyal Customer",11,"Business travel","Eco",937,1,1,1,1,2,1,2,2,3,2,5,3,4,2,17,14,4
"36029",0,1,"disloyal Customer",27,"Business travel","Business",2125,2,2,2,4,3,2,5,3,5,2,5,3,5,3,0,0,1
"36031",1,0,"disloyal Customer",26,"Business travel","Business",405,4,4,4,4,1,4,1,1,3,3,5,5,4,1,0,0,3
"36033",1,0,"disloyal Customer",24,"Business travel","Eco",409,4,0,4,4,2,4,2,2,4,5,4,4,4,2,0,0,3
"36036",1,0,"disloyal Customer",15,"Business travel","Eco",666,5,5,5,3,5,5,5,5,4,5,3,2,5,5,0,0,2
"36037",0,0,"disloyal Customer",34,"Business travel","Business",371,3,3,3,5,5,3,5,5,5,4,5,4,4,5,0,0,2
"36045",0,0,"disloyal Customer",29,"Business travel","Eco",649,2,4,2,1,5,2,5,5,3,4,4,3,1,5,0,0,1
"36065",0,1,"disloyal Customer",26,"Business travel","Business",235,1,0,1,2,5,1,5,5,4,2,5,3,5,5,0,5,1
"36066",1,1,"disloyal Customer",38,"Business travel","Business",812,4,4,4,3,2,4,2,2,3,2,4,4,4,2,19,21,3
"36067",1,0,"disloyal Customer",38,"Business travel","Business",294,3,3,3,2,1,3,1,1,3,5,5,4,4,1,0,0,3
"36075",0,0,"disloyal Customer",40,"Business travel","Business",458,3,3,3,1,3,3,3,3,5,5,4,4,5,3,0,0,2
"36081",0,0,"disloyal Customer",13,"Business travel","Eco",860,2,2,2,4,5,2,5,5,3,1,3,2,3,5,13,0,1
"36117",0,0,"disloyal Customer",44,"Business travel","Eco",1144,2,2,2,3,4,2,4,4,3,4,4,2,3,4,75,57,1
"36118",0,1,"disloyal Customer",36,"Business travel","Business",1438,2,3,3,4,1,3,1,1,5,3,4,4,5,1,12,10,3
"36123",0,0,"disloyal Customer",35,"Business travel","Business",654,3,3,3,4,1,3,1,1,3,3,3,1,4,1,83,86,3
"36134",0,0,"disloyal Customer",37,"Business travel","Eco",202,4,3,4,4,2,4,2,2,3,1,4,3,4,2,0,0,3
"36137",1,0,"disloyal Customer",18,"Business travel","Eco",1416,2,2,2,1,3,2,3,3,2,2,1,2,2,3,0,7,1
"36139",0,1,"disloyal Customer",24,"Business travel","Eco",883,3,3,3,1,2,3,2,2,3,4,5,5,5,2,61,44,3
"36144",0,0,"disloyal Customer",18,"Business travel","Eco",447,2,4,2,3,2,4,4,3,3,4,3,4,1,4,241,251,1
"36151",0,1,"disloyal Customer",22,"Business travel","Eco",828,2,2,2,2,1,2,1,1,3,4,2,3,3,1,23,29,4
"36152",1,1,"disloyal Customer",22,"Business travel","Eco",867,4,4,4,2,4,4,4,4,3,2,5,1,5,4,0,7,2
"36154",0,0,"disloyal Customer",43,"Business travel","Eco",116,2,2,2,3,5,2,5,5,1,5,4,1,4,5,5,8,1
"36156",0,1,"disloyal Customer",33,"Business travel","Eco",329,3,1,3,4,2,3,2,2,1,4,3,2,4,2,60,62,3
"36160",0,0,"disloyal Customer",28,"Business travel","Business",325,1,1,1,3,5,1,5,5,3,5,5,3,4,5,0,0,1
"36161",0,0,"disloyal Customer",21,"Business travel","Eco",603,1,0,1,3,3,1,5,3,5,5,5,5,4,3,0,0,4
"36164",0,1,"disloyal Customer",47,"Personal Travel","Eco",674,3,4,3,2,4,3,4,4,4,3,4,3,5,4,16,9,2
"36173",0,0,"disloyal Customer",39,"Business travel","Business",281,4,4,4,3,3,4,3,3,4,3,4,5,4,3,24,20,2
"36199",0,0,"disloyal Customer",44,"Business travel","Business",1107,1,0,0,1,3,1,3,3,3,4,5,4,5,3,13,14,4
"36203",0,0,"disloyal Customer",30,"Business travel","Eco Plus",590,2,2,2,3,1,2,1,1,2,4,4,4,4,1,50,54,4
"36209",1,0,"disloyal Customer",26,"Business travel","Business",1587,0,0,0,3,2,4,2,2,4,4,3,5,5,2,0,0,4
"36210",0,0,"disloyal Customer",11,"Business travel","Eco",677,4,4,4,2,2,4,2,2,3,5,4,5,5,2,18,3,3
"36213",1,0,"disloyal Customer",46,"Business travel","Business",1287,4,4,4,3,3,4,3,3,4,2,5,3,4,3,0,0,2
"36220",0,0,"disloyal Customer",62,"Business travel","Eco",983,3,3,3,4,3,3,3,3,3,3,4,1,3,3,5,0,3
"36225",0,1,"disloyal Customer",35,"Business travel","Eco",788,3,3,3,3,2,3,2,2,5,4,3,1,3,2,0,0,3
"36227",0,0,"disloyal Customer",20,"Business travel","Eco",921,2,2,2,3,5,2,5,5,3,3,4,3,5,5,4,21,1
"36230",0,1,"disloyal Customer",22,"Business travel","Business",438,4,1,4,4,1,4,4,1,2,4,3,1,3,1,0,22,3
"36231",0,1,"disloyal Customer",23,"Business travel","Eco",953,1,2,2,2,1,2,1,1,2,3,4,5,5,1,0,0,4
"36235",0,1,"disloyal Customer",49,"Business travel","Business",1182,1,1,1,5,4,1,4,4,4,5,5,5,5,4,0,2,1
"36240",0,0,"disloyal Customer",32,"Business travel","Eco Plus",853,3,3,3,5,2,3,2,2,5,2,2,4,5,2,77,74,3
"36251",0,0,"disloyal Customer",27,"Business travel","Business",479,2,2,2,2,2,2,2,2,3,3,5,3,4,2,0,0,4
"36259",0,0,"disloyal Customer",39,"Business travel","Business",725,4,4,4,4,2,4,2,2,2,2,4,4,4,2,0,0,3
"36266",0,0,"disloyal Customer",18,"Business travel","Eco",399,2,1,2,4,5,2,5,5,3,4,4,1,4,5,0,0,1
"36268",0,0,"disloyal Customer",33,"Business travel","Business",602,2,2,2,1,2,2,5,2,5,3,4,5,4,2,0,0,4
"36270",0,0,"disloyal Customer",59,"Business travel","Eco Plus",179,2,2,2,1,3,2,3,3,5,1,3,5,5,3,0,11,4
"36271",0,0,"disloyal Customer",23,"Business travel","Eco",143,1,1,1,3,5,1,5,5,1,1,3,4,3,5,87,84,1
"36278",0,1,"disloyal Customer",36,"Business travel","Business",1727,2,2,2,4,5,2,5,5,3,2,3,4,5,5,0,0,1
"36280",1,0,"disloyal Customer",43,"Business travel","Business",2311,4,3,3,1,5,4,5,5,4,5,5,3,4,5,0,0,2
"36288",0,0,"disloyal Customer",15,"Business travel","Eco",757,1,1,1,4,2,1,4,2,1,2,3,4,3,2,54,39,4
"36292",0,0,"disloyal Customer",29,"Business travel","Business",802,2,2,2,5,3,2,3,3,4,2,4,4,4,3,89,87,4
"36293",0,1,"disloyal Customer",25,"Business travel","Eco",175,3,0,3,2,2,3,2,2,3,3,3,4,1,2,0,0,3
"36304",1,0,"disloyal Customer",23,"Business travel","Business",405,4,0,4,5,5,4,5,5,3,2,5,5,4,5,22,27,2
"36305",0,0,"disloyal Customer",36,"Business travel","Eco Plus",221,3,3,3,3,3,3,3,3,1,5,1,5,3,3,0,0,3
"36315",1,0,"disloyal Customer",37,"Business travel","Business",314,4,4,4,5,2,4,2,2,5,2,4,5,5,2,0,0,3
"36321",0,1,"disloyal Customer",49,"Business travel","Eco",1035,2,2,2,2,1,2,1,1,4,3,3,2,2,1,52,44,4
"36333",0,1,"disloyal Customer",26,"Business travel","Business",354,3,1,3,3,3,3,3,3,2,5,3,3,3,3,0,7,3
"36336",0,0,"disloyal Customer",40,"Business travel","Business",278,1,1,1,2,4,1,4,4,4,4,1,4,2,4,0,0,1
"36345",0,1,"disloyal Customer",11,"Business travel","Eco",1117,3,3,3,4,3,3,5,3,4,1,4,2,4,3,11,18,2
"36349",0,0,"disloyal Customer",23,"Business travel","Eco",335,2,3,2,4,5,2,5,5,1,1,4,2,3,5,0,0,1
"36354",0,0,"disloyal Customer",24,"Business travel","Eco",1014,3,3,3,3,3,3,3,3,4,1,3,4,4,3,46,42,3
"36362",0,0,"disloyal Customer",26,"Business travel","Business",209,3,3,3,4,1,3,1,1,2,2,4,2,4,1,6,88,3
"36364",0,0,"disloyal Customer",36,"Business travel","Business",647,3,3,3,3,2,3,4,2,5,5,4,5,5,2,5,4,3
"36377",0,0,"disloyal Customer",29,"Business travel","Eco",190,1,3,1,4,2,1,2,2,5,2,3,1,5,2,0,0,4
"36380",1,0,"disloyal Customer",16,"Business travel","Eco",1125,4,4,4,3,2,4,2,2,5,2,4,1,3,2,0,0,3
"36390",1,1,"disloyal Customer",20,"Business travel","Eco",884,4,4,4,5,2,4,2,2,2,1,1,3,3,2,0,0,3
"36394",0,1,"disloyal Customer",41,"Business travel","Business",268,3,3,3,4,1,3,1,1,2,3,3,2,3,1,11,29,3
"36400",1,1,"disloyal Customer",20,"Business travel","Eco",780,4,3,3,3,3,3,3,3,3,1,2,3,1,3,0,0,3
"36405",0,1,"disloyal Customer",25,"Business travel","Business",583,1,0,1,3,5,1,5,5,4,5,5,4,5,5,15,14,1
"36412",1,0,"disloyal Customer",41,"Business travel","Business",353,5,4,4,2,1,5,1,1,1,4,1,1,4,1,0,0,3
"36414",0,0,"disloyal Customer",25,"Business travel","Eco",328,4,1,4,2,4,4,4,4,2,2,2,2,2,4,17,19,1
"36420",1,1,"disloyal Customer",21,"Business travel","Eco",1167,2,2,2,3,5,2,5,5,4,4,4,5,4,5,0,0,1
"36423",0,1,"disloyal Customer",27,"Business travel","Business",408,1,1,1,2,1,1,1,1,5,4,4,3,5,1,0,0,4
"36425",0,1,"disloyal Customer",23,"Business travel","Eco",137,2,0,3,3,2,3,2,2,5,3,2,3,1,2,0,0,4
"36428",0,1,"disloyal Customer",32,"Business travel","Business",872,2,2,2,4,3,2,3,3,5,2,5,3,5,3,9,16,4
"36454",0,0,"disloyal Customer",26,"Business travel","Business",187,2,5,2,4,4,2,5,4,5,3,5,3,5,4,4,3,1
"36456",0,1,"disloyal Customer",36,"Business travel","Eco",306,1,1,1,3,3,1,3,3,2,1,4,4,3,3,36,20,4
"36459",0,0,"disloyal Customer",22,"Business travel","Eco",1400,2,3,3,2,3,2,3,3,5,1,5,4,1,3,1,0,4
"36464",0,0,"disloyal Customer",41,"Business travel","Business",89,3,3,3,5,1,3,1,1,4,5,2,4,3,1,0,0,3
"36474",0,0,"disloyal Customer",42,"Business travel","Business",460,3,3,3,2,5,3,5,5,3,3,5,4,5,5,0,0,2
"36478",0,0,"disloyal Customer",42,"Business travel","Eco",811,2,1,1,1,1,1,1,1,3,2,1,2,5,1,3,0,4
"36487",1,1,"disloyal Customer",29,"Business travel","Business",1246,4,4,4,4,4,4,4,4,4,4,5,3,4,4,0,0,2
"36488",1,0,"disloyal Customer",22,"Business travel","Business",867,4,0,3,4,4,3,4,4,3,5,4,4,4,4,3,0,2
"36492",0,0,"disloyal Customer",40,"Business travel","Business",1444,2,2,2,2,2,2,2,2,4,5,5,5,5,2,8,13,4
"36500",0,0,"disloyal Customer",48,"Business travel","Eco",2475,3,3,3,3,4,3,4,4,4,2,4,2,3,4,0,0,2
"36506",0,1,"disloyal Customer",23,"Business travel","Eco",678,3,3,3,3,3,3,4,3,4,4,4,3,5,3,0,0,2
"36508",0,0,"disloyal Customer",37,"Business travel","Eco",109,4,4,4,5,4,4,4,4,3,5,3,1,4,4,0,0,2
"36518",0,1,"disloyal Customer",39,"Business travel","Eco",106,1,0,1,1,1,1,1,1,4,4,5,1,5,1,33,24,4
"36520",0,0,"disloyal Customer",61,"Personal Travel","Eco",1065,3,4,3,5,2,3,2,2,5,3,4,3,4,2,35,12,3
"36523",0,1,"disloyal Customer",37,"Business travel","Business",480,1,1,1,2,5,1,5,5,4,3,4,5,4,5,55,51,1
"36535",0,0,"disloyal Customer",46,"Business travel","Business",2704,4,4,4,2,4,4,4,4,3,4,4,4,4,4,0,0,2
"36540",0,1,"disloyal Customer",23,"Business travel","Eco",1620,1,1,1,2,5,1,5,5,4,1,1,4,1,5,110,105,1
"36547",0,1,"disloyal Customer",35,"Business travel","Business",1235,2,2,2,1,1,2,1,1,5,5,4,5,4,1,0,0,4
"36557",0,1,"disloyal Customer",37,"Business travel","Eco",432,2,5,2,1,1,2,1,1,1,1,1,2,5,1,10,0,4
"36563",0,0,"disloyal Customer",56,"Business travel","Eco",237,2,0,2,1,3,2,3,3,1,5,5,3,3,3,2,5,4
"36566",1,0,"disloyal Customer",27,"Business travel","Eco",937,4,3,3,2,2,3,2,2,3,2,1,5,5,2,0,0,3
"36570",1,1,"disloyal Customer",38,"Business travel","Business",361,5,5,5,1,2,5,1,2,3,3,5,5,5,2,28,10,3
"36580",0,1,"disloyal Customer",39,"Business travel","Business",74,1,1,1,4,5,1,1,5,4,5,4,5,4,5,0,0,1
"36590",0,0,"disloyal Customer",26,"Personal Travel","Eco",1547,2,4,2,2,2,2,2,2,3,5,5,3,5,3,15,0,4
"36591",0,0,"disloyal Customer",25,"Business travel","Business",950,1,5,1,2,5,1,5,5,5,2,4,5,4,5,2,0,1
"36610",0,1,"disloyal Customer",23,"Business travel","Eco",590,2,2,3,3,2,3,3,2,4,1,4,2,4,2,0,7,3
"36615",0,1,"disloyal Customer",37,"Business travel","Eco",447,3,3,3,2,1,3,1,1,4,3,2,1,3,1,130,126,3
"36621",0,0,"disloyal Customer",30,"Business travel","Eco Plus",2504,3,3,3,4,3,5,3,1,2,2,3,3,1,3,8,20,3
"36625",0,0,"disloyal Customer",25,"Business travel","Business",447,3,5,3,1,4,3,4,4,5,3,4,5,5,4,0,0,2
"36630",1,0,"disloyal Customer",23,"Business travel","Business",370,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0,2
"36633",0,1,"disloyal Customer",36,"Business travel","Business",447,2,1,1,2,4,1,5,4,3,3,5,4,5,4,0,0,1
"36635",0,1,"disloyal Customer",14,"Business travel","Eco",803,3,2,2,3,2,4,4,1,2,3,4,4,1,4,195,184,3
"36639",0,0,"disloyal Customer",27,"Business travel","Eco",782,1,1,1,3,5,1,5,5,4,3,2,4,3,5,8,21,1
"36643",0,0,"disloyal Customer",25,"Business travel","Business",366,1,5,1,1,3,1,3,3,4,3,4,3,5,3,0,0,4
"36658",0,1,"disloyal Customer",24,"Business travel","Eco",874,2,2,2,2,5,2,5,5,2,3,5,1,1,5,0,0,1
"36659",0,1,"disloyal Customer",16,"Business travel","Eco",2092,3,3,3,3,4,3,4,4,2,1,4,4,4,4,45,53,2
"36666",0,0,"disloyal Customer",34,"Business travel","Eco",425,3,1,2,4,4,2,4,4,2,3,3,4,3,4,0,0,1
"36671",0,1,"disloyal Customer",37,"Business travel","Business",647,3,3,3,3,3,3,3,3,4,3,4,4,5,3,0,1,2
"36674",0,0,"disloyal Customer",37,"Business travel","Eco",432,2,3,2,3,3,2,3,3,3,4,4,4,3,3,31,17,4
"36678",0,1,"disloyal Customer",32,"Business travel","Eco",209,2,5,2,4,4,2,4,4,2,5,3,1,3,4,0,0,1
"36682",0,1,"disloyal Customer",37,"Business travel","Eco",296,4,0,4,3,2,4,2,2,1,1,2,3,3,2,0,0,3
"36692",0,0,"disloyal Customer",49,"Business travel","Business",213,2,2,2,4,5,2,5,5,4,4,4,3,4,5,20,21,1
"36699",1,0,"disloyal Customer",24,"Business travel","Eco",545,4,0,4,2,5,4,5,5,5,3,4,4,5,5,7,18,2
"36710",0,0,"disloyal Customer",22,"Business travel","Eco",1013,1,1,1,3,5,1,5,5,2,3,3,3,3,5,0,0,1
"36713",0,0,"disloyal Customer",21,"Business travel","Eco",250,2,3,2,2,5,2,5,5,4,2,5,3,2,5,2,0,1
"36714",0,1,"disloyal Customer",27,"Business travel","Eco",978,2,2,2,2,1,2,1,1,1,4,2,2,3,1,83,88,4
"36715",0,0,"disloyal Customer",28,"Business travel","Business",370,1,1,1,3,2,1,2,2,2,1,4,3,3,2,74,61,4
"36730",0,1,"disloyal Customer",18,"Business travel","Eco",861,4,4,4,4,1,4,1,1,3,5,4,5,5,1,37,29,3
"36769",0,1,"disloyal Customer",25,"Business travel","Business",834,4,0,4,2,3,4,3,3,5,2,4,4,5,3,0,5,2
"36771",0,0,"disloyal Customer",37,"Business travel","Eco",251,3,2,3,3,3,3,3,3,4,3,3,1,4,3,0,0,3
"36772",0,0,"disloyal Customer",27,"Business travel","Business",1345,3,4,4,3,2,4,1,2,5,2,5,5,5,2,0,0,3
"36781",1,0,"disloyal Customer",21,"Business travel","Business",237,4,3,4,3,5,4,5,5,4,2,5,5,5,5,0,0,2
"36798",0,0,"disloyal Customer",36,"Business travel","Business",605,3,3,3,3,5,3,5,5,3,3,4,4,5,5,15,3,2
"36799",1,1,"disloyal Customer",21,"Business travel","Business",337,5,0,4,2,3,4,3,3,4,5,5,3,5,3,0,0,2
"36808",1,1,"disloyal Customer",40,"Business travel","Business",1464,2,2,2,5,5,2,2,5,5,5,4,4,5,5,0,32,1
"36814",0,0,"disloyal Customer",22,"Business travel","Eco",1276,4,4,4,4,3,4,3,3,5,4,5,4,5,3,0,0,2
"36816",0,1,"disloyal Customer",24,"Business travel","Eco",684,3,3,3,3,4,3,4,4,1,3,3,1,3,4,0,0,1
"36824",1,0,"disloyal Customer",37,"Business travel","Business",96,4,4,4,4,4,4,4,4,4,3,4,3,4,4,123,124,2
"36850",0,0,"disloyal Customer",58,"Business travel","Eco",306,3,1,3,4,2,3,2,2,4,3,3,2,3,2,124,114,3
"36853",0,0,"disloyal Customer",25,"Business travel","Business",1337,1,1,1,3,2,1,2,2,3,3,3,1,2,2,4,19,4
"36859",0,0,"disloyal Customer",36,"Business travel","Eco",651,4,0,4,4,4,4,4,4,2,1,2,3,2,4,2,0,1
"36865",0,1,"disloyal Customer",20,"Business travel","Eco",1235,2,2,2,3,5,2,1,5,3,5,4,4,5,5,1,0,1
"36869",1,0,"disloyal Customer",15,"Business travel","Eco",562,4,5,4,3,3,4,3,3,4,5,4,1,3,3,0,0,3
"36879",0,1,"disloyal Customer",29,"Business travel","Business",1073,2,2,2,4,1,2,1,1,2,3,4,1,3,1,0,0,4
"36882",0,0,"disloyal Customer",42,"Business travel","Eco",84,3,5,3,1,5,3,5,5,5,5,3,5,4,5,0,34,2
"36891",0,1,"disloyal Customer",25,"Business travel","Business",351,2,5,2,3,4,2,4,4,2,1,4,3,3,4,13,22,1
"36894",1,0,"disloyal Customer",28,"Business travel","Business",507,4,4,4,3,4,4,5,4,4,5,4,5,5,4,0,0,2
"36903",0,0,"disloyal Customer",24,"Business travel","Eco",125,3,3,3,4,1,3,4,1,2,4,3,2,3,1,6,12,3
"36906",1,1,"disloyal Customer",38,"Business travel","Business",1097,4,4,4,4,1,4,1,1,1,3,1,5,4,1,17,20,3
"36908",0,1,"disloyal Customer",38,"Business travel","Eco",585,3,0,3,1,2,3,2,2,4,4,5,3,4,2,0,5,3
"36915",0,1,"disloyal Customer",22,"Business travel","Eco",825,3,3,3,4,5,3,3,5,4,3,3,2,3,5,0,2,1
"36924",1,0,"disloyal Customer",22,"Business travel","Eco",928,3,3,3,3,1,3,1,1,4,5,4,4,5,1,12,0,3
"36929",0,0,"disloyal Customer",37,"Business travel","Eco",624,2,0,2,4,3,2,2,3,2,4,1,3,5,3,7,8,4
"36930",1,0,"disloyal Customer",25,"Business travel","Business",404,5,1,5,2,2,5,2,2,5,5,4,5,4,2,0,0,3
"36934",0,0,"disloyal Customer",34,"Business travel","Business",456,1,1,1,4,2,1,2,2,3,2,4,4,5,2,0,0,4
"36948",0,1,"disloyal Customer",29,"Business travel","Eco",96,3,2,3,3,2,3,2,2,4,2,4,2,4,2,3,15,3
"36971",0,0,"disloyal Customer",39,"Business travel","Business",719,1,1,1,5,1,1,1,1,5,5,5,4,4,1,20,23,4
"36973",0,0,"disloyal Customer",35,"Business travel","Business",304,1,0,0,2,1,0,1,1,3,3,5,3,4,1,0,18,4
"36977",1,1,"disloyal Customer",20,"Business travel","Business",296,5,0,5,3,1,5,1,1,4,2,5,4,4,1,0,0,3
"36980",0,1,"disloyal Customer",18,"Business travel","Eco",228,2,2,2,3,1,2,1,1,3,3,3,1,3,1,0,0,4
"36991",0,0,"disloyal Customer",27,"Business travel","Business",669,2,2,2,5,2,2,2,2,5,2,5,5,5,2,57,33,4
"37008",0,0,"disloyal Customer",23,"Business travel","Eco",621,1,0,2,3,2,2,2,2,4,2,4,5,5,2,25,20,4
"37016",0,0,"disloyal Customer",52,"Business travel","Business",591,4,3,3,1,4,4,4,4,5,4,4,3,5,4,0,6,2
"37026",1,0,"disloyal Customer",23,"Business travel","Eco",775,4,4,4,1,2,4,2,2,5,4,5,4,3,2,46,68,3
"37028",0,0,"disloyal Customer",10,"Business travel","Eco",1237,3,3,3,3,5,3,5,5,4,2,3,5,4,5,0,2,2
"37040",0,0,"disloyal Customer",27,"Business travel","Eco Plus",748,3,3,3,3,1,3,1,1,2,1,3,4,3,1,0,0,3
"37042",0,1,"disloyal Customer",48,"Business travel","Business",285,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0,1
"37045",0,0,"disloyal Customer",27,"Business travel","Eco",1010,3,3,3,3,5,3,5,5,3,3,4,2,3,5,39,36,1
"37053",0,1,"disloyal Customer",44,"Business travel","Eco",727,3,3,3,2,4,3,1,4,3,2,1,2,5,4,0,0,1
"37058",0,1,"disloyal Customer",48,"Business travel","Business",247,1,1,1,2,4,1,4,4,5,5,4,3,4,4,0,0,1
"37059",0,0,"disloyal Customer",26,"Business travel","Eco",934,3,3,3,3,1,3,1,1,1,4,2,3,3,1,0,0,3
"37061",0,1,"disloyal Customer",40,"Business travel","Eco",777,1,2,2,4,4,2,4,4,3,1,3,1,3,4,14,13,1
"37076",0,1,"disloyal Customer",42,"Business travel","Business",683,1,1,1,4,4,1,4,4,5,3,5,3,4,4,0,40,1
"37079",0,0,"disloyal Customer",33,"Business travel","Business",417,1,2,2,1,2,2,2,2,3,2,4,5,5,2,19,1,4
"37088",0,1,"disloyal Customer",50,"Business travel","Business",1476,3,2,2,4,4,3,4,4,3,2,5,5,5,4,0,0,2
"37089",0,0,"disloyal Customer",27,"Personal Travel","Eco",270,2,4,0,4,4,0,4,4,3,2,5,3,4,4,13,1,1
"37094",0,1,"disloyal Customer",36,"Business travel","Eco",387,2,2,2,3,3,2,3,3,1,5,3,1,4,3,0,0,4
"37095",0,0,"disloyal Customer",38,"Business travel","Business",691,3,3,3,2,4,3,4,4,5,5,5,3,4,4,0,0,2
"37098",0,1,"disloyal Customer",27,"Business travel","Business",1073,1,1,1,3,4,1,4,4,1,5,4,1,4,4,0,0,1
"37105",0,0,"disloyal Customer",25,"Business travel","Business",554,1,5,1,3,4,1,4,4,5,2,4,4,5,4,11,0,1
"37107",1,0,"disloyal Customer",22,"Business travel","Eco",358,0,5,1,5,1,1,5,1,3,4,2,3,1,1,3,0,4
"37112",0,0,"disloyal Customer",54,"Business travel","Eco",944,3,3,3,4,3,3,5,3,1,1,4,1,3,3,5,8,1
"37118",0,0,"disloyal Customer",23,"Business travel","Eco",2611,2,2,2,3,5,2,5,5,2,2,4,2,3,5,0,0,1
"37125",1,1,"disloyal Customer",27,"Business travel","Business",251,0,0,0,2,2,0,2,2,3,4,5,5,4,2,52,62,4
"37126",1,0,"disloyal Customer",43,"Business travel","Eco",190,5,4,5,5,2,5,2,2,4,3,2,3,5,2,0,0,3
"37128",0,1,"disloyal Customer",32,"Business travel","Eco",406,1,0,1,3,3,1,2,3,1,5,2,3,5,3,0,3,4
"37134",1,0,"disloyal Customer",24,"Business travel","Eco",259,4,0,4,1,3,4,3,3,5,5,5,3,4,3,0,0,2
"37148",0,1,"disloyal Customer",33,"Business travel","Eco",982,4,4,4,1,2,4,2,2,2,2,3,2,3,2,31,0,3
"37152",0,0,"disloyal Customer",21,"Business travel","Eco",337,2,0,2,5,1,2,1,1,5,3,1,5,4,1,1,0,4
"37153",0,1,"disloyal Customer",28,"Business travel","Eco Plus",925,4,4,4,3,3,4,3,3,3,4,4,3,4,3,0,24,2
